Date,Close
3/2/15 16:00,43.88
3/3/15 16:00,43.28
3/4/15 16:00,43.06
3/5/15 16:00,43.11
3/6/15 16:00,42.36
3/9/15 16:00,42.85
3/10/15 16:00,42.03
3/11/15 16:00,41.98
3/12/15 16:00,41.02
3/13/15 16:00,41.38
3/16/15 16:00,41.56
3/17/15 16:00,41.7
3/18/15 16:00,42.5
3/19/15 16:00,42.29
3/20/15 16:00,42.88
3/23/15 16:00,42.86
3/24/15 16:00,42.9
3/25/15 16:00,41.46
3/26/15 16:00,41.21
3/27/15 16:00,40.97
3/30/15 16:00,40.96
3/31/15 16:00,40.66
4/1/15 16:00,40.72
4/2/15 16:00,40.29
4/6/15 16:00,41.55
4/7/15 16:00,41.53
4/8/15 16:00,41.42
4/9/15 16:00,41.48
4/10/15 16:00,41.72
4/13/15 16:00,41.76
4/14/15 16:00,41.65
4/15/15 16:00,42.26
4/16/15 16:00,42.16
4/17/15 16:00,41.62
4/20/15 16:00,42.91
4/21/15 16:00,42.64
4/22/15 16:00,42.99
4/23/15 16:00,43.34
4/24/15 16:00,47.87
4/27/15 16:00,48.03
4/28/15 16:00,49.16
4/29/15 16:00,49.06
4/30/15 16:00,48.64
5/1/15 16:00,48.66
5/4/15 16:00,48.24
5/5/15 16:00,47.6
5/6/15 16:00,46.28
5/7/15 16:00,46.7
5/8/15 16:00,47.75
5/11/15 16:00,47.37
5/12/15 16:00,47.35
5/13/15 16:00,47.63
5/14/15 16:00,48.72
5/15/15 16:00,48.3
5/18/15 16:00,48.01
5/19/15 16:00,47.58
5/20/15 16:00,47.58
5/21/15 16:00,47.42
5/22/15 16:00,46.9
5/26/15 16:00,46.59
5/27/15 16:00,47.61
5/28/15 16:00,47.45
5/29/15 16:00,46.86
6/1/15 16:00,47.23
6/2/15 16:00,46.92
6/3/15 16:00,46.85
6/4/15 16:00,46.36
6/5/15 16:00,46.14
6/8/15 16:00,45.73
6/9/15 16:00,45.65
6/10/15 16:00,46.61
6/11/15 16:00,46.44
6/12/15 16:00,45.97
6/15/15 16:00,45.48
6/16/15 16:00,45.83
6/17/15 16:00,45.97
6/18/15 16:00,46.72
6/19/15 16:00,46.1
6/22/15 16:00,46.23
6/23/15 16:00,45.91
6/24/15 16:00,45.64
6/25/15 16:00,45.65
6/26/15 16:00,45.26
6/29/15 16:00,44.37
6/30/15 16:00,44.15
7/1/15 16:00,44.45
7/2/15 16:00,44.4
7/6/15 16:00,44.39
7/7/15 16:00,44.3
7/8/15 16:00,44.24
7/9/15 16:00,44.52
7/10/15 16:00,44.61
7/13/15 16:00,45.54
7/14/15 16:00,45.62
7/15/15 16:00,45.76
7/16/15 16:00,46.66
7/17/15 16:00,46.62
7/20/15 16:00,46.92
7/21/15 16:00,47.28
7/22/15 16:00,45.54
7/23/15 16:00,46.11
7/24/15 16:00,45.94
7/27/15 16:00,45.35
7/28/15 16:00,45.34
7/29/15 16:00,46.29
7/30/15 16:00,46.88
7/31/15 16:00,46.7
8/3/15 16:00,46.81
8/4/15 16:00,47.54
8/5/15 16:00,47.58
8/6/15 16:00,46.62
8/7/15 16:00,46.74
8/10/15 16:00,47.33
8/11/15 16:00,46.41
8/12/15 16:00,46.74
8/13/15 16:00,46.73
8/14/15 16:00,47
