,Date,Close,Close,Close
145,9/24/2015 16:00:00,94.41,28.75,43.91
146,9/25/2015 16:00:00,92.77,28.68,43.94
147,9/28/2015 16:00:00,89.21,28.11,43.29
148,9/29/2015 16:00:00,86.67,27.27,43.44
149,9/30/2015 16:00:00,89.9,27.58,44.26
150,10/1/2015 16:00:00,90.95,27.4,44.61
151,10/2/2015 16:00:00,92.07,27.6,45.57
152,10/5/2015 16:00:00,94.01,27.7,46.63
153,10/6/2015 16:00:00,92.8,27.83,46.75
154,10/7/2015 16:00:00,92.4,27.7,46.8
155,10/8/2015 16:00:00,92.47,27.38,47.45
156,10/9/2015 16:00:00,93.24,28.03,47.11
157,10/12/2015 16:00:00,94.26,27.9,47
158,10/13/2015 16:00:00,94.12,27.95,46.89
159,10/14/2015 16:00:00,94.07,27.55,46.68
160,10/15/2015 16:00:00,95.96,27.97,47.01
161,10/16/2015 16:00:00,97.54,27.76,47.51
162,10/19/2015 16:00:00,98.47,27.93,47.62
163,10/20/2015 16:00:00,97,28.44,47.77
164,10/21/2015 16:00:00,97.11,28.44,47.2
165,10/22/2015 16:00:00,99.67,28.88,48.03
166,10/23/2015 16:00:00,102.19,29.77,52.87
167,10/26/2015 16:00:00,103.77,28.82,54.25
168,10/27/2015 16:00:00,103.7,28.64,53.69
169,10/28/2015 16:00:00,104.2,29.82,53.98
170,10/29/2015 16:00:00,104.88,30.13,53.36
171,10/30/2015 16:00:00,101.97,29.88,52.64
172,11/2/2015 16:00:00,103.31,30.3,53.24
173,11/3/2015 16:00:00,102.58,30.64,54.15
174,11/4/2015 16:00:00,103.94,30.5,54.4
175,11/5/2015 16:00:00,108.76,30.23,54.38
176,11/6/2015 16:00:00,107.1,30.27,54.92
177,11/9/2015 16:00:00,106.49,30.14,54.16
178,11/10/2015 16:00:00,107.91,29.19,53.51
179,11/11/2015 16:00:00,109.01,29.03,53.65
180,11/12/2015 16:00:00,108.02,28.93,53.32
181,11/13/2015 16:00:00,103.95,28.09,52.84
182,11/16/2015 16:00:00,104.04,28.54,53.77
183,11/17/2015 16:00:00,105.13,28.42,52.97
184,11/18/2015 16:00:00,107.77,29.32,53.85
185,11/19/2015 16:00:00,106.26,29.7,53.94
186,11/20/2015 16:00:00,107.32,29.83,54.19
187,11/23/2015 16:00:00,106.95,29.44,54.19
188,11/24/2015 16:00:00,105.74,29.72,54.25
189,11/25/2015 16:00:00,105.41,29.51,53.69
190,11/27/2015 16:00:00,105.45,29.45,53.93
191,11/30/2015 16:00:00,104.24,29.58,54.35
192,12/1/2015 16:00:00,107.12,29.34,55.22
193,12/2/2015 16:00:00,106.07,29.07,55.21
194,12/3/2015 16:00:00,104.38,28.8,54.2
195,12/4/2015 16:00:00,106.18,29.76,55.91
196,12/7/2015 16:00:00,105.61,29.57,55.81
197,12/8/2015 16:00:00,106.49,29.56,55.79
198,12/9/2015 16:00:00,104.6,28.91,54.98
199,12/10/2015 16:00:00,105.42,29.04,55.27
200,12/11/2015 16:00:00,102.12,28.3,54.06
201,12/14/2015 16:00:00,104.66,28.12,55.14
202,12/15/2015 16:00:00,104.55,27.62,55.2
203,12/16/2015 16:00:00,106.79,27.84,56.13
204,12/17/2015 16:00:00,106.22,27.25,55.7
205,12/18/2015 16:00:00,104.04,26.51,54.13
206,12/21/2015 16:00:00,104.77,26.83,54.83
207,12/22/2015 16:00:00,105.51,26.81,55.35
208,12/23/2015 16:00:00,104.63,27.15,55.82
209,12/24/2015 16:00:00,105.02,27.01,55.67
210,12/28/2015 16:00:00,105.93,26.71,55.95
211,12/29/2015 16:00:00,107.26,27.19,56.55
212,12/30/2015 16:00:00,106.22,26.83,56.31
213,12/31/2015 16:00:00,104.66,26.32,55.48
214,1/4/2016 16:00:00,102.22,26.34,54.8
215,1/5/2016 16:00:00,102.73,25.68,55.05
216,1/6/2016 16:00:00,102.97,25.18,54.05
217,1/7/2016 16:00:00,97.92,24.11,52.17
218,1/8/2016 16:00:00,97.33,24.24,52.33
219,1/11/2016 16:00:00,97.51,24.63,52.3
220,1/12/2016 16:00:00,99.37,24.99,52.78
221,1/13/2016 16:00:00,95.44,24.35,51.64
222,1/14/2016 16:00:00,98.37,24.88,53.11
223,1/15/2016 16:00:00,94.97,24.28,50.99
224,1/19/2016 16:00:00,95.26,24.17,50.56
225,1/20/2016 16:00:00,94.35,24.2,50.79
226,1/21/2016 16:00:00,94.16,24.08,50.48
227,1/22/2016 16:00:00,97.94,25.36,52.29
228,1/25/2016 16:00:00,97.01,24.86,51.79
229,1/26/2016 16:00:00,97.34,25,52.17
230,1/27/2016 16:00:00,94.45,23.36,51.22
231,1/28/2016 16:00:00,109.11,23.52,52.06
232,1/29/2016 16:00:00,112.21,24.34,55.09
233,2/1/2016 16:00:00,115.09,24.11,54.71
234,2/2/2016 16:00:00,114.61,23.62,53
235,2/3/2016 16:00:00,112.69,24.09,52.16
236,2/4/2016 16:00:00,110.49,24.15,52
237,2/5/2016 16:00:00,104.07,23.51,50.16
238,2/8/2016 16:00:00,99.75,23.75,49.41
239,2/9/2016 16:00:00,99.54,23.75,49.28
240,2/10/2016 16:00:00,101,23.57,49.71
241,2/11/2016 16:00:00,101.91,23.43,49.69
242,2/12/2016 16:00:00,102.01,23.5,50.5
243,2/16/2016 16:00:00,101.61,24.16,51.09
244,2/17/2016 16:00:00,105.2,24.53,52.42
245,2/18/2016 16:00:00,103.47,24.07,52.19
246,2/19/2016 16:00:00,104.57,24.01,51.82
247,2/22/2016 16:00:00,107.16,24.22,52.65
248,2/23/2016 16:00:00,105.46,23.67,51.18
249,2/24/2016 16:00:00,106.88,24.03,51.36
250,2/25/2016 16:00:00,108.07,24.19,52.1
251,2/26/2016 16:00:00,107.92,24.23,51.3
252,2/29/2016 16:00:00,106.92,24.17,50.88
253,3/1/2016 16:00:00,109.82,25.13,52.58
254,3/2/2016 16:00:00,109.95,25.19,52.95
255,3/3/2016 16:00:00,109.58,25.38,52.35
256,3/4/2016 16:00:00,108.39,25.75,52.03
257,3/7/2016 16:00:00,105.73,25.47,51.03
258,3/8/2016 16:00:00,105.93,25.26,51.65
259,3/9/2016 16:00:00,107.51,25.28,52.84
260,3/10/2016 16:00:00,107.32,25.29,52.05
261,3/11/2016 16:00:00,109.41,25.57,53.07
262,3/14/2016 16:00:00,109.89,25.63,53.17
263,3/15/2016 16:00:00,110.67,26.15,53.59
264,3/16/2016 16:00:00,112.18,26.49,54.35
265,3/17/2016 16:00:00,111.02,26.45,54.66
266,3/18/2016 16:00:00,111.45,26.48,53.49
267,3/21/2016 16:00:00,111.85,26.48,53.86
268,3/22/2016 16:00:00,112.25,26.68,54.07
269,3/23/2016 16:00:00,112.54,26.53,53.97
270,3/24/2016 16:00:00,113.05,26.42,54.21
271,3/28/2016 16:00:00,113.69,26.3,53.54
272,3/29/2016 16:00:00,116.14,26.92,54.71
273,3/30/2016 16:00:00,114.7,27.39,55.05
274,3/31/2016 16:00:00,114.1,27.25,55.23
275,4/1/2016 16:00:00,116.06,27.5,55.57
276,4/4/2016 16:00:00,112.55,27.78,55.43
277,4/5/2016 16:00:00,112.22,27.45,54.56
278,4/6/2016 16:00:00,113.71,27.74,55.12
279,4/7/2016 16:00:00,113.64,27.14,54.46
280,4/8/2016 16:00:00,110.63,27.17,54.42
281,4/11/2016 16:00:00,108.99,27.26,54.31
282,4/12/2016 16:00:00,110.61,27.61,54.65
283,4/13/2016 16:00:00,110.51,28.01,55.35
284,4/14/2016 16:00:00,110.84,28.03,55.36
285,4/15/2016 16:00:00,109.64,27.46,55.65
286,4/18/2016 16:00:00,110.45,26.87,56.46
287,4/19/2016 16:00:00,112.29,26.73,56.39
288,4/20/2016 16:00:00,112.42,26.78,55.59
289,4/21/2016 16:00:00,113.44,26.49,55.78
290,4/22/2016 16:00:00,110.56,26.42,51.78
291,4/25/2016 16:00:00,110.1,26.27,52.11
292,4/26/2016 16:00:00,108.76,26.09,51.44
293,4/27/2016 16:00:00,108.89,24.46,50.94
294,4/28/2016 16:00:00,116.73,23.71,49.9
295,4/29/2016 16:00:00,117.58,23.44,49.87
296,5/2/2016 16:00:00,118.57,23.41,50.61
297,5/3/2016 16:00:00,117.43,23.8,49.78
298,5/4/2016 16:00:00,118.06,23.55,49.87
299,5/5/2016 16:00:00,117.81,23.31,49.94
300,5/6/2016 16:00:00,119.49,23.18,50.39
301,5/9/2016 16:00:00,119.24,23.2,50.07
302,5/10/2016 16:00:00,120.5,23.36,51.02
303,5/11/2016 16:00:00,119.52,23.13,51.05
304,5/12/2016 16:00:00,120.28,22.59,51.51
305,5/13/2016 16:00:00,119.81,22.63,51.08
306,5/16/2016 16:00:00,118.67,23.47,51.83
307,5/17/2016 16:00:00,117.35,23.37,50.51
308,5/18/2016 16:00:00,117.65,23.64,50.81
309,5/19/2016 16:00:00,116.81,23.55,50.32
310,5/20/2016 16:00:00,117.35,23.81,50.62
311,5/23/2016 16:00:00,115.97,24.11,50.03
312,5/24/2016 16:00:00,117.7,24.48,51.59
313,5/25/2016 16:00:00,117.89,24.91,52.12
314,5/26/2016 16:00:00,119.47,25.1,51.89
315,5/27/2016 16:00:00,119.38,25.09,52.32
316,5/31/2016 16:00:00,118.81,24.97,53
317,6/1/2016 16:00:00,118.78,24.62,52.85
318,6/2/2016 16:00:00,118.93,24.43,52.48
319,6/3/2016 16:00:00,118.47,24.48,51.79
320,6/6/2016 16:00:00,118.79,24.66,52.13
321,6/7/2016 16:00:00,117.76,24.76,52.1
322,6/8/2016 16:00:00,118.39,24.74,52.04
323,6/9/2016 16:00:00,118.56,24.91,51.62
324,6/10/2016 16:00:00,116.62,24.71,51.48
325,6/13/2016 16:00:00,113.95,24.34,50.14
326,6/14/2016 16:00:00,114.94,24.37,49.83
327,6/15/2016 16:00:00,114.6,24.29,49.69
328,6/16/2016 16:00:00,114.39,24.39,50.39
329,6/17/2016 16:00:00,113.02,23.83,50.13
330,6/20/2016 16:00:00,113.37,23.78,50.07
331,6/21/2016 16:00:00,114.38,23.98,51.19
332,6/22/2016 16:00:00,113.91,23.89,50.99
333,6/23/2016 16:00:00,115.08,24.03,51.91
334,6/24/2016 16:00:00,112.08,23.35,49.83
335,6/27/2016 16:00:00,108.97,23.01,48.43
336,6/28/2016 16:00:00,112.7,23.4,49.44
337,6/29/2016 16:00:00,114.16,23.6,50.54
338,6/30/2016 16:00:00,114.28,23.9,51.17
339,7/1/2016 16:00:00,114.19,23.97,51.16
340,7/5/2016 16:00:00,114,23.75,51.17
341,7/6/2016 16:00:00,116.7,23.88,51.38
342,7/7/2016 16:00:00,115.85,23.99,51.38
343,7/8/2016 16:00:00,117.24,24.17,52.3
344,7/11/2016 16:00:00,117.87,24.25,52.59
345,7/12/2016 16:00:00,117.93,24.36,53.21
346,7/13/2016 16:00:00,116.78,24.22,53.51
347,7/14/2016 16:00:00,117.29,24.7,53.74
348,7/15/2016 16:00:00,116.86,24.7,53.7
349,7/18/2016 16:00:00,119.37,24.96,53.96
350,7/19/2016 16:00:00,120.61,24.97,53.09
351,7/20/2016 16:00:00,121.92,24.99,55.91
352,7/21/2016 16:00:00,120.61,24.86,55.8
353,7/22/2016 16:00:00,121,24.67,56.57
354,7/25/2016 16:00:00,121.63,24.34,56.73
355,7/26/2016 16:00:00,121.22,24.17,56.76
356,7/27/2016 16:00:00,123.34,25.74,56.19
357,7/28/2016 16:00:00,125,26.09,56.21
358,7/29/2016 16:00:00,123.94,26.05,56.68
359,8/1/2016 16:00:00,124.31,26.51,56.58
360,8/2/2016 16:00:00,123.09,26.12,56.58
361,8/3/2016 16:00:00,122.51,26.45,56.97
362,8/4/2016 16:00:00,124.36,26.47,57.39
363,8/5/2016 16:00:00,125.15,26.87,57.96
364,8/8/2016 16:00:00,125.26,27.09,58.06
365,8/9/2016 16:00:00,125.06,27.2,58.2
366,8/10/2016 16:00:00,124.88,27,58.02
367,8/11/2016 16:00:00,124.9,26.98,58.3
368,8/12/2016 16:00:00,124.88,27.05,57.94
369,8/15/2016 16:00:00,123.9,27.37,58.12
370,8/16/2016 16:00:00,123.3,27.35,57.44
371,8/17/2016 16:00:00,124.37,27.31,57.56
372,8/18/2016 16:00:00,123.91,27.27,57.6
373,8/19/2016 16:00:00,123.56,27.34,57.62
374,8/22/2016 16:00:00,124.15,27.13,57.67
375,8/23/2016 16:00:00,124.37,27.21,57.89
376,8/24/2016 16:00:00,123.48,27.01,57.95
377,8/25/2016 16:00:00,123.89,26.89,58.17
378,8/26/2016 16:00:00,124.96,26.74,58.03
379,8/29/2016 16:00:00,126.54,26.71,58.1
380,8/30/2016 16:00:00,125.84,26.5,57.89
381,8/31/2016 16:00:00,126.12,26.53,57.46
382,9/1/2016 16:00:00,126.17,26.68,57.59
383,9/2/2016 16:00:00,126.51,26.93,57.67
384,9/6/2016 16:00:00,129.73,26.93,57.61
385,9/7/2016 16:00:00,131.05,27.09,57.66
386,9/8/2016 16:00:00,130.27,26.38,57.43
387,9/9/2016 16:00:00,127.1,25.78,56.21
388,9/12/2016 16:00:00,128.69,26.36,57.05
389,9/13/2016 16:00:00,127.21,26.99,56.53
390,9/14/2016 16:00:00,127.77,27.94,56.26
391,9/15/2016 16:00:00,128.35,28.89,57.19
392,9/16/2016 16:00:00,129.07,28.73,57.25
393,9/19/2016 16:00:00,128.65,28.4,56.93
394,9/20/2016 16:00:00,128.64,28.39,56.81
395,9/21/2016 16:00:00,129.94,28.39,57.76
396,9/22/2016 16:00:00,130.08,28.66,57.82
397,9/23/2016 16:00:00,127.96,28.18,57.43
398,9/26/2016 16:00:00,127.31,28.22,56.9
399,9/27/2016 16:00:00,128.69,28.27,57.95
400,9/28/2016 16:00:00,129.23,28.49,58.03
401,9/29/2016 16:00:00,128.09,28.05,57.4
402,9/30/2016 16:00:00,128.27,28.26,57.6
403,10/3/2016 16:00:00,128.77,28.13,57.42
404,10/4/2016 16:00:00,128.19,28.25,57.24
405,10/5/2016 16:00:00,128.47,28.26,57.64
406,10/6/2016 16:00:00,128.74,28.47,57.74
407,10/7/2016 16:00:00,128.99,28.52,57.8
408,10/10/2016 16:00:00,130.24,29.01,58.04
409,10/11/2016 16:00:00,128.88,29.08,57.19
410,10/12/2016 16:00:00,129.05,29.34,57.11
411,10/13/2016 16:00:00,127.82,29.25,56.92
412,10/14/2016 16:00:00,127.88,29.41,57.42
413,10/17/2016 16:00:00,127.54,29.39,57.22
414,10/18/2016 16:00:00,128.57,29.37,57.66
415,10/19/2016 16:00:00,130.11,29.28,57.53
416,10/20/2016 16:00:00,130,29.27,57.25
417,10/21/2016 16:00:00,132.07,29.15,59.66
418,10/24/2016 16:00:00,133.28,29.41,61
419,10/25/2016 16:00:00,132.29,29.56,60.99
420,10/26/2016 16:00:00,131.04,28.9,60.63
421,10/27/2016 16:00:00,129.69,28.62,60.1
422,10/28/2016 16:00:00,131.29,28.43,59.87
423,10/31/2016 16:00:00,130.99,28.39,59.92
424,11/1/2016 16:00:00,129.5,27.87,59.8
425,11/2/2016 16:00:00,127.17,27.9,59.43
426,11/3/2016 16:00:00,120,27.46,59.21
427,11/4/2016 16:00:00,120.75,27.21,58.71
428,11/7/2016 16:00:00,122.15,27.6,60.42
429,11/8/2016 16:00:00,124.22,27.77,60.47
430,11/9/2016 16:00:00,123.18,27.72,60.17
431,11/10/2016 16:00:00,120.8,26.95,58.7
432,11/11/2016 16:00:00,119.02,27.11,59.02
433,11/14/2016 16:00:00,115.08,26.43,58.12
434,11/15/2016 16:00:00,117.2,26.78,58.87
435,11/16/2016 16:00:00,116.34,27.5,59.65
436,11/17/2016 16:00:00,117.79,27.49,60.64
437,11/18/2016 16:00:00,117.02,27.52,60.35
438,11/21/2016 16:00:00,121.77,27.93,60.86
439,11/22/2016 16:00:00,121.47,27.95,61.12
440,11/23/2016 16:00:00,120.84,27.81,60.4
441,11/25/2016 16:00:00,120.38,27.95,60.53
442,11/28/2016 16:00:00,120.41,27.89,60.61
443,11/29/2016 16:00:00,120.87,27.87,61.09
444,11/30/2016 16:00:00,118.42,27.63,60.26
445,12/1/2016 16:00:00,115.1,27.37,59.2
446,12/2/2016 16:00:00,115.4,27.48,59.25
447,12/5/2016 16:00:00,117.43,27.28,60.22
448,12/6/2016 16:00:00,117.31,27.49,59.95
449,12/7/2016 16:00:00,117.95,27.76,61.37
450,12/8/2016 16:00:00,118.91,28.03,61.01
451,12/9/2016 16:00:00,119.68,28.49,61.97
452,12/12/2016 16:00:00,117.77,28.33,62.17
453,12/13/2016 16:00:00,120.31,28.8,62.98
454,12/14/2016 16:00:00,120.21,28.8,62.68
455,12/15/2016 16:00:00,120.57,28.96,62.58
456,12/16/2016 16:00:00,119.87,28.99,62.3
457,12/19/2016 16:00:00,119.24,29.16,63.62
458,12/20/2016 16:00:00,119.09,29.24,63.54
459,12/21/2016 16:00:00,119.04,29.27,63.54
460,12/22/2016 16:00:00,117.4,29.07,63.55
461,12/23/2016 16:00:00,117.27,29.13,63.24
462,12/27/2016 16:00:00,118.01,29.32,63.28
463,12/28/2016 16:00:00,116.92,29.19,62.99
464,12/29/2016 16:00:00,116.35,29.18,62.9
465,12/30/2016 16:00:00,115.05,28.96,62.14
466,1/3/2017 16:00:00,116.86,29.04,62.58
467,1/4/2017 16:00:00,118.69,29.01,62.3
468,1/5/2017 16:00:00,120.67,29.15,62.3
469,1/6/2017 16:00:00,123.41,29.48,62.84
470,1/9/2017 16:00:00,124.9,29.75,62.64
471,1/10/2017 16:00:00,124.35,29.78,62.62
472,1/11/2017 16:00:00,126.09,29.94,63.19
473,1/12/2017 16:00:00,126.62,29.81,62.61
474,1/13/2017 16:00:00,128.34,29.76,62.7
475,1/17/2017 16:00:00,127.87,30,62.53
476,1/18/2017 16:00:00,127.92,30,62.5
477,1/19/2017 16:00:00,127.55,29.95,62.3
478,1/20/2017 16:00:00,127.04,30,62.74
479,1/23/2017 16:00:00,128.93,30.02,62.96
480,1/24/2017 16:00:00,129.37,29.99,63.52
481,1/25/2017 16:00:00,131.48,30.47,63.68
482,1/26/2017 16:00:00,132.78,30.49,64.27
483,1/27/2017 16:00:00,132.18,30.49,65.78
484,1/30/2017 16:00:00,130.98,30.41,65.13
485,1/31/2017 16:00:00,130.32,30.34,64.65
486,2/1/2017 16:00:00,133.23,32.19,63.58
487,2/2/2017 16:00:00,130.84,32.13,63.17
488,2/3/2017 16:00:00,130.98,32.27,63.68
489,2/6/2017 16:00:00,132.06,32.57,63.64
490,2/7/2017 16:00:00,131.84,32.88,63.43
491,2/8/2017 16:00:00,134.2,33.01,63.34
492,2/9/2017 16:00:00,134.14,33.1,64.06
493,2/10/2017 16:00:00,134.19,33.03,64
494,2/13/2017 16:00:00,134.05,33.32,64.72
495,2/14/2017 16:00:00,133.85,33.76,64.57
496,2/15/2017 16:00:00,133.44,33.88,64.53
497,2/16/2017 16:00:00,133.84,33.84,64.52
498,2/17/2017 16:00:00,133.53,33.93,64.62
499,2/21/2017 16:00:00,133.72,34.17,64.49
500,2/22/2017 16:00:00,136.12,34.28,64.36
501,2/23/2017 16:00:00,135.36,34.13,64.62
502,2/24/2017 16:00:00,135.44,34.17,64.62
503,2/27/2017 16:00:00,136.41,34.23,64.23
504,2/28/2017 16:00:00,135.54,34.25,63.98
505,3/1/2017 16:00:00,137.42,34.95,64.94
506,3/2/2017 16:00:00,136.76,34.74,64.01
507,3/3/2017 16:00:00,137.17,34.95,64.25
508,3/6/2017 16:00:00,137.42,34.84,64.27
509,3/7/2017 16:00:00,137.3,34.88,64.4
510,3/8/2017 16:00:00,137.72,34.75,64.99
511,3/9/2017 16:00:00,138.24,34.67,64.73
512,3/10/2017 16:00:00,138.79,34.78,64.93
513,3/13/2017 16:00:00,139.6,34.8,64.71
514,3/14/2017 16:00:00,139.32,34.75,64.41
515,3/15/2017 16:00:00,139.72,35.12,64.75
516,3/16/2017 16:00:00,139.99,35.17,64.64
517,3/17/2017 16:00:00,139.84,35,64.87
518,3/20/2017 16:00:00,139.94,35.37,64.93
519,3/21/2017 16:00:00,138.51,34.96,64.21
