Date,Close
16-Mar-17,35.17
17-Mar-17,35
20-Mar-17,35.37
21-Mar-17,34.96
22-Mar-17,35.35
23-Mar-17,35.23
24-Mar-17,35.16
27-Mar-17,35.22
28-Mar-17,35.95
29-Mar-17,36.03
30-Mar-17,35.98
31-Mar-17,35.92
3-Apr-17,35.92
4-Apr-17,36.19
5-Apr-17,36.01
6-Apr-17,35.92
7-Apr-17,35.84
10-Apr-17,35.79
11-Apr-17,35.41
12-Apr-17,35.45
13-Apr-17,35.26
17-Apr-17,35.46
18-Apr-17,35.3
19-Apr-17,35.17
20-Apr-17,35.61
21-Apr-17,35.57
24-Apr-17,35.91
25-Apr-17,36.13
26-Apr-17,35.92
27-Apr-17,35.95
28-Apr-17,35.91
1-May-17,36.65
2-May-17,36.88
3-May-17,36.77
4-May-17,36.63
5-May-17,37.24
8-May-17,38.25
9-May-17,38.5
10-May-17,38.32
11-May-17,38.49
12-May-17,39.03
15-May-17,38.92
16-May-17,38.87
17-May-17,37.56
18-May-17,38.14
19-May-17,38.27
22-May-17,38.5
23-May-17,38.45
24-May-17,38.34
25-May-17,38.47
26-May-17,38.4
30-May-17,38.42
31-May-17,38.19
1-Jun-17,38.3
2-Jun-17,38.86
5-Jun-17,38.48
6-Jun-17,38.61
7-Jun-17,38.84
8-Jun-17,38.75
9-Jun-17,37.24
12-Jun-17,36.35
13-Jun-17,36.65
14-Jun-17,36.29
15-Jun-17,36.07
16-Jun-17,35.57
19-Jun-17,36.59
20-Jun-17,36.25
21-Jun-17,36.47
22-Jun-17,36.41
23-Jun-17,36.57
26-Jun-17,36.46
27-Jun-17,35.93
28-Jun-17,36.46
29-Jun-17,35.92
30-Jun-17,36.01
3-Jul-17,35.88
5-Jul-17,36.02
6-Jul-17,35.68
7-Jul-17,36.05
10-Jul-17,36.27
11-Jul-17,36.38
12-Jul-17,36.44
13-Jul-17,36.94
14-Jul-17,37.26
17-Jul-17,37.39
18-Jul-17,37.52
19-Jul-17,37.76
20-Jul-17,37.59
21-Jul-17,37.57
24-Jul-17,38.02
25-Jul-17,38.19
26-Jul-17,38.37
27-Jul-17,37.64
28-Jul-17,37.38
31-Jul-17,37.18
1-Aug-17,37.51
2-Aug-17,39.28
3-Aug-17,38.89
4-Aug-17,39.1
7-Aug-17,39.7
8-Aug-17,40.02
9-Aug-17,40.27
10-Aug-17,38.83
11-Aug-17,39.37
14-Aug-17,39.96
15-Aug-17,40.4
16-Aug-17,40.24
17-Aug-17,39.47
18-Aug-17,39.38
21-Aug-17,39.3
22-Aug-17,39.95
23-Aug-17,39.99
24-Aug-17,39.82
25-Aug-17,39.97
28-Aug-17,40.37
29-Aug-17,40.73
30-Aug-17,40.84
31-Aug-17,41
1-Sep-17,41.01
5-Sep-17,40.52
6-Sep-17,40.48
7-Sep-17,40.32
8-Sep-17,39.66
11-Sep-17,40.38
12-Sep-17,40.22
13-Sep-17,39.91
14-Sep-17,39.57
15-Sep-17,39.97
18-Sep-17,39.67
19-Sep-17,39.68
20-Sep-17,39.02
21-Sep-17,38.35
22-Sep-17,37.97
25-Sep-17,37.64
26-Sep-17,38.28
27-Sep-17,38.56
28-Sep-17,38.32
29-Sep-17,38.53
2-Oct-17,38.45
3-Oct-17,38.62
4-Oct-17,38.37
5-Oct-17,38.85
6-Oct-17,38.83
9-Oct-17,38.96
10-Oct-17,38.98
11-Oct-17,39.14
12-Oct-17,39
13-Oct-17,39.25
16-Oct-17,39.97
17-Oct-17,40.12
18-Oct-17,39.94
19-Oct-17,38.99
20-Oct-17,39.06
23-Oct-17,39.04
24-Oct-17,39.28
25-Oct-17,39.1
26-Oct-17,39.35
27-Oct-17,40.76
30-Oct-17,41.68
31-Oct-17,42.26
1-Nov-17,41.72
2-Nov-17,42.03
3-Nov-17,43.13
6-Nov-17,43.56
7-Nov-17,43.7
8-Nov-17,44.06
9-Nov-17,43.97
10-Nov-17,43.67
13-Nov-17,43.49
14-Nov-17,42.84
15-Nov-17,42.27
16-Nov-17,42.78
17-Nov-17,42.54
20-Nov-17,42.5
21-Nov-17,43.29
22-Nov-17,43.74
24-Nov-17,43.74
27-Nov-17,43.52
28-Nov-17,43.27
29-Nov-17,42.37
30-Nov-17,42.96
1-Dec-17,42.76
4-Dec-17,42.45
5-Dec-17,42.41
6-Dec-17,42.25
7-Dec-17,42.33
8-Dec-17,42.34
11-Dec-17,43.17
12-Dec-17,42.93
13-Dec-17,43.07
14-Dec-17,43.06
15-Dec-17,43.49
18-Dec-17,44.11
19-Dec-17,43.64
20-Dec-17,43.59
21-Dec-17,43.75
22-Dec-17,43.75
26-Dec-17,42.64
27-Dec-17,42.65
28-Dec-17,42.77
29-Dec-17,42.31
2-Jan-18,43.07
3-Jan-18,43.06
4-Jan-18,43.26
5-Jan-18,43.75
8-Jan-18,43.59
9-Jan-18,43.58
10-Jan-18,43.57
11-Jan-18,43.82
12-Jan-18,44.27
16-Jan-18,44.05
17-Jan-18,44.78
18-Jan-18,44.82
19-Jan-18,44.62
22-Jan-18,44.25
23-Jan-18,44.26
24-Jan-18,43.56
25-Jan-18,42.78
26-Jan-18,42.88
29-Jan-18,41.99
30-Jan-18,41.74
31-Jan-18,41.86
1-Feb-18,41.95
2-Feb-18,40.13
5-Feb-18,39.12
6-Feb-18,40.76
7-Feb-18,39.89
8-Feb-18,38.79
9-Feb-18,39.1
12-Feb-18,40.68
13-Feb-18,41.09
14-Feb-18,41.84
15-Feb-18,43.25
16-Feb-18,43.11
20-Feb-18,42.96
21-Feb-18,42.77
22-Feb-18,43.13
23-Feb-18,43.88
26-Feb-18,44.74
27-Feb-18,44.6
28-Feb-18,44.53
1-Mar-18,43.75
2-Mar-18,44.05
5-Mar-18,44.21
6-Mar-18,44.17
7-Mar-18,43.76
8-Mar-18,44.24
9-Mar-18,45
12-Mar-18,45.43
13-Mar-18,44.99
14-Mar-18,44.61
15-Mar-18,44.66
16-Mar-18,44.51
19-Mar-18,43.83
20-Mar-18,43.81
21-Mar-18,42.82
22-Mar-18,42.21
23-Mar-18,41.24
26-Mar-18,43.19
27-Mar-18,42.09
28-Mar-18,41.62
29-Mar-18,41.95
2-Apr-18,41.67
3-Apr-18,42.1
4-Apr-18,42.9
5-Apr-18,43.2
6-Apr-18,42.1
9-Apr-18,42.51
10-Apr-18,43.31
11-Apr-18,43.11
12-Apr-18,43.54
13-Apr-18,43.68
16-Apr-18,43.96
17-Apr-18,44.56
18-Apr-18,44.46
19-Apr-18,43.2
20-Apr-18,41.43
23-Apr-18,41.31
24-Apr-18,40.74
25-Apr-18,40.91
26-Apr-18,41.06
27-Apr-18,40.58
30-Apr-18,41.32
1-May-18,42.28
2-May-18,44.14
3-May-18,44.22
4-May-18,45.96
7-May-18,46.29
8-May-18,46.51
9-May-18,46.84
10-May-18,47.51
11-May-18,47.15
14-May-18,47.04
15-May-18,46.61
16-May-18,47.05
17-May-18,46.75
18-May-18,46.58
21-May-18,46.91
22-May-18,46.79
23-May-18,47.09
24-May-18,47.04
25-May-18,47.15
29-May-18,46.98
30-May-18,46.88
31-May-18,46.88
1-Jun-18,47.56
4-Jun-18,47.96
5-Jun-18,48.33
6-Jun-18,48.5
7-Jun-18,48.37
8-Jun-18,47.93
11-Jun-18,47.81
12-Jun-18,48.07
13-Jun-18,47.68
14-Jun-18,47.7
15-Jun-18,47.21
18-Jun-18,47.19
19-Jun-18,46.42
20-Jun-18,46.63
21-Jun-18,46.37
22-Jun-18,46.23
25-Jun-18,45.54
26-Jun-18,46.11
27-Jun-18,46.04
28-Jun-18,46.38
29-Jun-18,46.28
2-Jul-18,46.8
3-Jul-18,45.98
5-Jul-18,46.35
6-Jul-18,46.99
9-Jul-18,47.65
10-Jul-18,47.59
11-Jul-18,46.97
12-Jul-18,47.76
13-Jul-18,47.83
16-Jul-18,47.73
17-Jul-18,47.86
18-Jul-18,47.6
19-Jul-18,47.97
20-Jul-18,47.86
23-Jul-18,47.86
24-Jul-18,48.25
25-Jul-18,48.71
26-Jul-18,48.55
27-Jul-18,47.75
30-Jul-18,47.48
31-Jul-18,47.57
1-Aug-18,50.38
2-Aug-18,51.85
3-Aug-18,52
6-Aug-18,52.27
7-Aug-18,51.78
8-Aug-18,51.81
9-Aug-18,52.22
10-Aug-18,51.88
13-Aug-18,52.22
14-Aug-18,52.44
15-Aug-18,52.56
16-Aug-18,53.33
17-Aug-18,54.4
20-Aug-18,53.87
21-Aug-18,53.76
22-Aug-18,53.76
23-Aug-18,53.87
24-Aug-18,54.04
27-Aug-18,54.49
28-Aug-18,54.93
29-Aug-18,55.75
30-Aug-18,56.26
31-Aug-18,56.91
4-Sep-18,57.09
5-Sep-18,56.72
6-Sep-18,55.78
7-Sep-18,55.33
10-Sep-18,54.58
11-Sep-18,55.96
12-Sep-18,55.27
13-Sep-18,56.6
14-Sep-18,55.96
17-Sep-18,54.47
18-Sep-18,54.56
19-Sep-18,54.59
20-Sep-18,55.01
21-Sep-18,54.42
24-Sep-18,55.2
25-Sep-18,55.55
26-Sep-18,55.11
27-Sep-18,56.24
28-Sep-18,56.44
1-Oct-18,56.82
2-Oct-18,57.32
3-Oct-18,58.02
4-Oct-18,57
5-Oct-18,56.07
8-Oct-18,55.94
9-Oct-18,56.72
10-Oct-18,54.09
11-Oct-18,53.61
12-Oct-18,55.53
15-Oct-18,54.34
16-Oct-18,55.54
17-Oct-18,55.3
18-Oct-18,54.01
19-Oct-18,54.83
22-Oct-18,55.16
23-Oct-18,55.68
24-Oct-18,53.77
25-Oct-18,54.95
26-Oct-18,54.08
29-Oct-18,53.06
30-Oct-18,53.33
31-Oct-18,54.72
1-Nov-18,55.56
2-Nov-18,51.87
5-Nov-18,50.4
6-Nov-18,50.94
7-Nov-18,52.49
8-Nov-18,52.12
9-Nov-18,51.12
12-Nov-18,48.54
13-Nov-18,48.06
14-Nov-18,46.7
15-Nov-18,47.85
16-Nov-18,48.38
19-Nov-18,46.47
20-Nov-18,44.25
21-Nov-18,44.2
23-Nov-18,43.07
26-Nov-18,43.66
27-Nov-18,43.56
28-Nov-18,45.24
29-Nov-18,44.89
30-Nov-18,44.65
3-Dec-18,46.21
4-Dec-18,44.17
6-Dec-18,43.68
7-Dec-18,42.12
10-Dec-18,42.4
11-Dec-18,42.16
12-Dec-18,42.28
13-Dec-18,42.74
14-Dec-18,41.37
17-Dec-18,40.99
18-Dec-18,41.52
19-Dec-18,40.22
20-Dec-18,39.21
21-Dec-18,37.68
24-Dec-18,36.71
26-Dec-18,39.29
27-Dec-18,39.04
28-Dec-18,39.06
31-Dec-18,39.44
2-Jan-19,39.48
3-Jan-19,35.55
4-Jan-19,37.07
7-Jan-19,36.98
8-Jan-19,37.69
9-Jan-19,38.33
10-Jan-19,38.45
11-Jan-19,38.07
14-Jan-19,37.5
15-Jan-19,38.27
16-Jan-19,38.74
17-Jan-19,38.97
18-Jan-19,39.21
22-Jan-19,38.33
23-Jan-19,38.48
24-Jan-19,38.17
25-Jan-19,39.44
28-Jan-19,39.08
29-Jan-19,38.67
30-Jan-19,41.31
31-Jan-19,41.61
1-Feb-19,41.63
4-Feb-19,42.81
5-Feb-19,43.55
6-Feb-19,43.56
7-Feb-19,42.74
8-Feb-19,42.6
11-Feb-19,42.36
12-Feb-19,42.72
13-Feb-19,42.55
14-Feb-19,42.7
15-Feb-19,42.61
19-Feb-19,42.73
20-Feb-19,43.01
21-Feb-19,42.77
22-Feb-19,43.24
25-Feb-19,43.56
26-Feb-19,43.58
27-Feb-19,43.72
28-Feb-19,43.29
1-Mar-19,43.74
4-Mar-19,43.96
5-Mar-19,43.88
6-Mar-19,43.63
7-Mar-19,43.13
8-Mar-19,43.23
11-Mar-19,44.73
12-Mar-19,45.23
13-Mar-19,45.43
14-Mar-19,45.93
15-Mar-19,46.53
18-Mar-19,47.01
19-Mar-19,46.63
20-Mar-19,47.04
21-Mar-19,48.77
22-Mar-19,47.76
25-Mar-19,47.19
26-Mar-19,46.7
27-Mar-19,47.12
28-Mar-19,47.18
29-Mar-19,47.49
1-Apr-19,47.81
2-Apr-19,48.51
3-Apr-19,48.84
4-Apr-19,48.92
5-Apr-19,49.25
8-Apr-19,50.03
9-Apr-19,49.88
10-Apr-19,50.16
11-Apr-19,49.74
12-Apr-19,49.72
15-Apr-19,49.81
16-Apr-19,49.81
17-Apr-19,50.78
18-Apr-19,50.97
22-Apr-19,51.13
23-Apr-19,51.87
24-Apr-19,51.79
25-Apr-19,51.32
26-Apr-19,51.08
29-Apr-19,51.15
30-Apr-19,50.17
1-May-19,52.63
